blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
7.2,16221,10625,140447,217,946568,67,1201,1,5,7.2,18668,11464,144180,262,267298,64,2363,0,9,1
7.0,16471,13618,127973,196,284218,56,2536,1,6,7.0,16860,14689,118657,214,617758,43,3590,0,6,1
6.8,17011,13409,120028,237,286369,56,2231,0,7,7.0,16787,16251,124408,238,303837,52,1747,1,6,1
6.8,16995,15577,116983,205,433868,43,1870,1,7,7.2,18570,19034,148989,226,268319,56,5470,0,9,0
7.0,17268,12857,125532,232,237813,48,3233,1,7,7.0,14774,12191,137107,233,358089,66,1564,0,2,1
7.2,19569,20219,135705,233,404988,56,2154,0,12,6.2,17214,16954,97302,179,225847,36,3919,1,10,0
7.2,17090,11143,123406,228,379464,48,4240,0,7,7.0,16780,15157,120783,225,228449,40,4070,1,7,1
6.8,17036,15120,120084,219,355923,46,3571,0,8,7.0,17348,16063,122142,184,323697,53,2133,1,9,1
7.2,19699,15729,126734,266,204973,54,2809,1,9,6.6,16208,10564,99649,207,357912,31,1958,0,6,0
6.4,17519,15360,132967,230,191325,55,3199,1,6,6.8,19301,14646,130206,208,239904,48,3946,0,10,1
6.6,17144,12019,106695,194,337091,48,1054,0,7,7.0,18595,14919,119413,223,488299,48,5770,1,11,1
6.8,16263,15626,129295,220,409786,54,3723,0,5,7.0,15575,11198,111299,206,641517,44,4055,1,5,0
6.6,14507,13923,114739,217,465335,40,2507,0,3,7.2,18944,16397,140100,203,237975,58,4099,1,9,1
7.0,18263,17029,141049,234,294696,52,4823,1,8,6.8,15253,10828,119154,200,524538,51,4018,0,3,1
7.0,18563,23975,120954,193,510584,52,5043,1,11,6.8,17372,17986,122763,192,236624,48,3092,0,7,0
9.4,37290,46010,186035,172,975685,46,3030,0,18,10.0,45716,54384,198219,205,530453,10,6986,1,36,1
10.4,44764,67964,225020,221,674757,28,4124,1,32,10.4,39997,40109,152456,179,716862,12,4019,0,28,0
6.8,16356,17927,128721,177,274707,59,2296,1,6,7.2,19542,18667,112591,206,219844,36,2912,0,14,1
7.2,18612,16356,119968,229,279141,40,2802,1,11,6.8,14450,10662,106911,201,193973,36,2660,0,2,0
7.0,17902,12501,116773,243,369964,48,1942,1,8,6.8,15981,13013,133500,212,247077,48,4231,0,5,0
6.6,16421,15388,138558,190,252674,48,2666,0,5,7.0,15704,15089,116163,184,513072,36,2109,1,6,0
7.2,17148,12232,134080,255,234619,64,2653,0,6,7.2,17843,10255,126941,236,447799,44,3423,1,7,1
6.8,17265,14838,133815,189,420609,63,5310,1,8,6.8,16071,13156,112590,222,128963,40,1936,0,6,1
7.0,17323,15564,164112,221,429680,64,4733,0,6,7.0,16633,13256,123752,224,408732,44,2908,1,5,0
7.2,16536,15013,155480,215,901159,74,3446,0,4,7.2,16512,12804,123940,203,357307,65,3742,1,7,0
10.8,37197,42551,115826,113,602517,0,3647,1,24,11.2,37464,51130,117085,103,454165,0,6464,0,27,1
11.0,37093,43852,101246,96,251908,0,3253,0,23,11.2,37815,50141,106577,94,218580,0,4770,1,28,1
11.2,38780,47504,118452,109,520948,0,5385,1,29,11.4,37347,59285,127213,104,442736,0,3347,0,29,1
6.6,13634,9554,103226,233,322948,44,4304,0,0,7.2,19896,15860,191577,258,399519,64,4631,1,7,0
7.0,17124,15296,161612,255,384216,60,2894,0,4,7.0,15988,12073,125253,249,457337,52,1673,1,4,0
7.2,17609,13849,151482,224,345381,66,2674,1,7,7.2,16432,14443,136951,242,518832,50,1972,0,4,0
7.0,17343,12240,128354,237,462866,59,2418,0,7,7.2,18788,14930,142322,243,319621,60,3263,1,9,1
7.0,16469,13645,152395,252,420999,64,1869,0,4,7.0,17629,13286,123485,216,307694,48,2714,1,8,0
6.4,14379,10534,117569,215,513710,56,2194,0,3,7.0,16926,16521,140505,227,551460,64,4061,1,6,1
6.6,15717,13446,117574,200,312160,46,3892,1,6,7.4,18593,13954,134478,227,454129,61,5423,0,10,1
7.4,19594,20631,124703,233,255873,44,1864,0,12,6.4,15800,13817,105304,198,209733,40,2130,1,6,0
6.6,15998,13281,118660,214,287570,36,818,1,6,7.2,16010,15128,133521,214,430750,64,2950,0,5,1
7.2,17894,13927,141779,229,329587,52,3414,1,10,7.0,17809,14888,139148,218,494012,56,4504,0,8,1
7.2,17429,14511,131345,238,312864,52,3196,0,7,7.0,17211,12682,143737,221,550115,44,3876,1,7,1
7.0,16708,12616,155529,223,527021,72,3283,1,5,7.0,16782,12916,145660,214,387154,72,3062,0,4,0
6.8,16698,15012,238319,211,200885,51,5098,0,7,6.8,15970,12515,128217,216,241745,63,3495,1,4,0
7.0,16311,13662,133563,212,478069,58,3511,0,4,7.2,18306,16783,137526,243,588213,52,3381,1,8,1
6.6,16397,13488,115326,185,382080,42,3212,1,7,6.8,18603,14989,113259,204,404229,43,3548,0,11,1
6.6,17726,14857,117072,205,329699,60,4651,0,8,7.4,22531,21369,133046,195,560371,48,2561,1,16,1
7.0,19334,17948,137447,212,276822,47,4429,0,12,7.0,18036,16737,148951,212,437392,64,3316,1,8,1
6.4,15069,15237,119118,186,327565,50,2059,0,4,7.2,18651,17351,119619,220,457599,52,5996,1,10,1
6.8,16540,12287,130311,228,283281,52,1865,0,5,6.8,16143,10791,128325,230,163150,52,2863,1,5,0
6.8,20438,20995,117548,195,607164,40,1588,1,17,6.8,17322,14632,111767,215,259265,36,3787,0,7,0
7.2,15237,13129,130855,237,405269,60,3172,0,3,7.2,16503,13240,140582,215,193745,63,3683,1,6,0
7.4,19259,15787,120196,230,447197,37,3124,1,11,6.8,14459,13139,120986,191,310927,52,1934,0,3,0
6.6,15527,11745,113944,188,450475,44,737,0,4,7.2,18123,16166,142314,227,140704,64,1123,1,9,1
7.2,16140,10277,117260,189,479165,52,5335,0,6,6.8,15861,16292,127685,226,388164,44,4366,1,5,0
7.0,15304,8356,112081,219,340999,40,3199,0,6,7.0,16785,14634,136432,229,373346,48,4045,1,5,1
7.2,18979,17980,127459,200,417373,40,3219,0,12,6.8,17876,21825,118151,196,452828,44,3226,1,10,1
6.8,18023,20013,123768,215,358010,44,3198,1,9,6.8,16802,17515,121653,211,241567,51,2582,0,6,0
7.0,17981,19407,126292,218,403066,38,4401,1,8,6.6,17156,15151,104934,170,772189,46,4791,0,10,1
7.0,14921,10433,122744,239,574687,40,2366,0,2,6.6,14714,9968,109453,202,176662,48,3434,1,3,0
7.4,17884,16192,147660,231,189971,64,2169,0,5,7.0,18489,16350,132085,218,506792,44,4424,1,7,1
6.2,14637,13086,105506,163,278893,51,1527,0,4,6.6,18426,16928,119801,200,377371,44,2791,1,11,1
7.2,18548,19948,129457,218,267939,47,3118,1,11,6.8,15805,17988,138729,167,499972,64,1365,0,5,0
7.2,19636,14328,157005,231,363878,56,3721,0,9,7.2,15972,11013,149049,222,308101,76,3567,1,6,0
6.6,18257,12794,135717,197,242775,56,4542,0,7,6.8,16175,13599,131317,210,331669,52,1680,1,6,0
7.0,21764,19473,145443,218,595535,57,7329,1,16,6.2,14719,14775,108318,175,383581,38,1119,0,4,1
6.8,18059,15845,133435,210,282941,47,3324,1,8,6.6,15090,10398,120956,220,375051,43,1975,0,3,0
6.6,17053,19793,138435,159,521965,71,2248,0,9,6.8,18921,17828,120905,180,483812,52,1751,1,12,0
9.8,38812,37628,173249,192,500223,23,3417,0,19,10.0,40155,46029,207855,207,440780,43,5475,1,29,1
9.8,33309,40788,156917,192,311958,8,4301,1,15,10.2,36749,45789,190316,226,903109,20,4424,0,22,1
7.0,16848,12246,132227,200,577920,72,3783,1,6,6.8,17057,18525,204341,206,374037,46,3272,0,8,0
9.6,35037,41907,160314,194,1340598,7,4892,1,17,10.0,43019,48060,229390,201,620874,70,4144,0,27,1
7.0,17287,16338,113250,187,604749,34,1582,1,9,7.2,17070,19145,115088,213,329470,53,1760,0,8,0
7.2,18067,19865,137513,199,363693,56,2142,1,10,7.4,18251,14963,143904,213,1311563,62,3781,0,7,1
7.2,17205,14342,139597,224,325592,56,3455,0,6,6.8,15137,13274,125267,212,392556,48,2637,1,4,0
7.2,15579,12083,130069,236,413665,59,4404,0,3,7.0,15276,7623,111774,233,369700,52,3451,1,3,0
9.4,34809,31963,190487,210,346405,32,9424,0,14,9.8,38001,34732,240092,280,630415,50,6416,1,17,1
10.2,37612,40319,147487,158,617969,16,3762,0,24,10.4,41594,60687,207825,222,538361,5,3794,1,23,1
9.6,32974,31401,166942,229,764897,12,1914,0,12,10.2,41965,34290,202071,255,596705,28,4472,1,20,1
7.0,14404,6830,130737,239,289216,60,3124,0,1,7.0,15973,8717,129237,254,519715,56,4268,1,3,0
9.6,38114,47330,208276,209,769018,20,6514,1,18,9.8,41383,42820,202940,203,402291,40,3833,0,27,1
10.2,40260,43469,216265,243,638021,24,3620,1,23,10.0,38979,48533,175518,192,391411,20,2289,0,25,0
6.6,16788,15760,118395,216,415794,48,1033,0,6,7.8,20833,21617,176900,220,159106,81,3558,1,14,1
6.8,17081,18177,128342,234,381428,46,3586,1,6,7.0,16134,12140,123370,216,324420,52,2929,0,5,0
7.0,16673,15593,124933,230,523475,40,2498,1,6,7.0,15579,12679,146066,216,206925,58,2929,0,4,0
6.8,16604,14969,119850,222,270836,47,5394,1,6,7.0,17364,14756,134231,226,268643,52,4854,0,7,0
7.0,16948,14240,135907,238,310947,44,3848,1,6,6.8,14730,8067,126259,207,561904,56,2560,0,3,0
7.2,20676,18208,143330,223,292979,44,3301,0,13,7.0,17101,11906,138518,228,425960,64,4296,1,7,0
6.8,15095,13889,143707,210,174721,68,4070,0,2,7.4,17673,11925,128176,249,155088,40,4283,1,7,1
6.2,17457,18015,112239,171,179069,48,2387,1,9,6.8,21253,21333,120600,197,414846,40,4393,0,15,1
7.0,16314,12367,134314,231,214110,52,2594,1,4,7.2,17994,12132,147322,215,317137,73,3809,0,7,1
7.4,18402,19356,130893,231,446120,60,1817,0,12,6.6,16085,12443,113601,196,351491,44,1830,1,6,0
7.2,20229,16584,160271,246,621106,56,1834,1,6,6.8,13350,9238,105815,203,455900,43,2845,0,1,0
6.8,13454,9994,103170,213,238800,48,2489,0,1,7.4,18326,15516,134435,219,262747,38,2761,1,10,1
6.6,17663,12966,116615,209,622948,60,1518,1,8,6.4,15125,12856,124282,229,242334,40,3170,0,2,0
6.6,14392,12399,130792,208,206253,40,3972,0,3,6.6,16746,14008,118962,205,400318,60,4586,1,7,1
6.4,17314,16512,95097,169,357419,28,2069,1,11,7.0,22966,20222,132446,212,465147,48,6461,0,16,1
6.8,16093,11587,136272,182,241985,77,3983,0,5,6.8,17859,9857,120524,244,178714,48,3419,1,7,1
6.8,15167,16078,147705,198,1011805,58,3752,0,3,6.8,18709,18877,138414,225,435268,52,4039,1,11,1
7.0,15955,13914,133687,202,421283,60,4730,0,6,7.2,17229,11874,124472,221,193672,56,6169,1,7,1
11.4,39012,53878,131225,118,393928,0,3717,1,30,12.0,40239,62161,130965,107,263607,0,4214,0,37,1
6.6,16733,16463,109962,200,383101,36,2788,1,9,7.2,17661,15612,135374,189,516656,68,4561,0,11,1
6.6,16631,13502,122957,182,309362,60,4916,1,6,6.6,16670,14710,107194,227,205838,47,6000,0,5,0
6.8,16341,9664,137200,213,738615,56,4176,0,4,7.6,17751,13976,157943,261,430221,59,2496,1,5,0
6.6,18180,18496,125759,175,423845,52,1950,1,10,7.0,19040,17646,130192,210,402423,60,6440,0,12,1
11.2,37048,51392,111218,100,211286,0,1813,0,31,11.8,42091,63245,129458,97,370388,0,4941,1,36,0
11.6,39603,62176,121639,95,131395,0,3278,0,33,11.8,39720,59921,128773,110,290256,0,5855,1,34,0
11.6,39420,56890,120274,112,375369,0,2600,0,32,11.2,37608,51103,110989,98,458749,0,2968,1,29,1
11.2,38243,49696,112504,119,472425,0,4873,1,29,10.6,34105,45200,99353,87,441880,0,1635,0,18,1
11.6,41966,64038,126869,91,284694,0,2271,1,39,11.2,37680,49033,102620,91,314148,0,3490,0,27,0
11.2,38499,44833,114291,92,635903,0,2929,1,30,11.6,37861,55113,114480,97,299731,0,3076,0,29,1
7.2,18129,17776,163746,245,716994,78,3404,1,5,6.6,15387,9689,106295,202,379772,46,1057,0,4,0
6.8,15841,12932,122527,187,404798,63,2676,0,6,7.0,18365,13950,128377,246,304331,39,1560,1,10,0
7.2,18168,13544,145418,234,440832,63,2478,1,8,6.8,17914,15635,137573,200,450973,56,3324,0,9,0
6.8,18027,11237,132300,221,257500,60,5077,1,8,7.2,18752,14983,141398,210,433619,56,2927,0,9,1
7.0,15639,14148,109140,184,170558,52,2634,0,5,7.2,16662,12006,132255,224,202356,56,1907,1,5,1
7.4,17295,17149,161456,199,409231,72,5080,0,7,6.8,15219,8095,122829,222,249679,48,2349,1,4,0
6.0,15648,15382,105912,177,542178,53,2398,0,6,7.2,23425,18445,142751,235,257209,50,3760,1,18,1
6.8,17741,18472,125669,214,538034,39,4201,0,8,7.2,18960,19907,170594,219,382693,56,1945,1,12,1
7.0,15037,13124,137510,236,932325,72,2027,0,1,6.8,14759,9397,110105,201,363973,44,6059,1,3,0
7.0,17618,12795,149121,225,385089,68,7538,0,6,7.2,17490,11470,124833,215,458782,48,2950,1,7,1
6.8,18801,16553,116510,194,332817,44,2456,0,9,7.0,19522,19490,124149,192,426263,56,3192,1,13,1
6.8,14743,10848,127055,218,375390,56,3488,0,2,7.2,17927,11083,154848,250,829725,60,3762,1,5,1
6.8,16622,14845,113087,183,280474,55,2942,0,7,7.0,17390,14458,137953,213,462392,56,3200,1,10,0
7.0,15991,12454,147515,227,1145922,71,3121,0,3,7.0,15385,9471,116790,193,241718,63,3750,1,5,0
6.8,18100,17613,135830,205,245008,54,3585,1,8,6.4,18336,15464,109670,133,286621,54,3761,0,12,1
7.0,16721,14853,119083,208,216212,44,2521,1,8,7.2,16824,16875,130470,201,630659,52,2809,0,8,1
7.2,19052,16780,119060,219,284025,60,1027,1,11,6.4,13961,12422,135739,200,104969,64,1011,0,1,0
7.2,19262,16784,140392,224,737764,64,2672,1,11,6.6,15344,14463,123967,185,368659,60,1654,0,5,0
6.8,15169,10578,101851,199,335098,52,1989,1,3,6.8,16344,16035,134461,232,434653,52,3489,0,5,1
7.2,17350,13714,144056,213,385488,68,4265,1,7,6.6,14313,11998,123272,203,707169,55,2733,0,1,0
7.0,17865,15326,129514,199,239136,48,3935,1,9,7.4,17673,14870,126376,226,433067,58,4568,0,9,1
6.6,14793,13963,123162,182,319270,67,4428,0,4,7.2,19597,19162,154928,235,209276,68,4002,1,10,1
7.4,16796,14711,128432,206,524974,52,2921,0,7,7.0,14692,11924,123421,212,128729,56,2817,1,4,1
7.0,17166,19852,125793,188,436076,44,2546,0,8,7.2,18478,18458,133678,224,380974,44,3088,1,10,1
6.8,17718,15633,148168,222,156554,64,2648,0,7,7.0,19301,18852,141356,216,385007,52,3551,1,13,1
7.2,19772,20208,145573,225,229860,47,3542,1,11,6.8,16371,14390,111877,197,433477,52,1236,0,6,0
7.0,16602,14786,137278,232,230068,44,2512,1,5,7.0,15463,11491,124174,213,474304,59,5838,0,5,1
7.0,19259,25129,125615,208,280895,32,4859,1,12,6.6,15431,14239,119366,181,225355,52,2126,0,6,0
7.2,17055,17990,126162,208,225734,56,5380,0,7,7.4,17805,15496,106857,192,451980,44,3335,1,11,1
7.4,17363,14636,123707,240,236928,40,3278,1,8,7.0,16669,15391,149076,204,245985,60,2969,0,7,1
11.6,38312,58701,142162,108,517980,0,6232,1,31,11.0,35665,34296,94733,99,439768,0,2690,0,22,0
7.2,17088,14585,141255,206,557255,52,2598,0,7,7.0,15594,12310,138677,215,414300,47,2784,1,4,0
12.0,42247,62760,126133,103,549625,0,1247,1,38,11.8,39607,64828,125352,96,700319,0,4787,0,40,0
7.4,20489,19060,146010,224,408895,60,5559,1,12,6.8,15271,15610,129541,167,330496,60,2431,0,6,0
7.0,22581,17507,160977,237,323874,48,5451,1,10,6.6,17681,12349,128224,173,298155,60,4416,0,9,0
7.2,19571,16873,119803,191,422606,58,3301,0,13,7.0,18257,15573,134541,209,387883,56,2367,1,9,0
10.4,36078,42017,161270,193,431378,28,2958,0,22,10.4,37712,38836,207363,207,869531,52,3597,1,19,0
6.8,19505,16052,122606,188,375208,46,5720,1,11,6.8,17726,14342,125642,239,435322,54,1886,0,6,0
6.4,17977,16279,106048,142,507266,60,4317,0,9,7.2,23005,19439,132751,238,171656,32,5519,1,16,1
7.2,15968,13059,117548,220,317889,48,1608,0,6,7.4,18135,15671,146888,231,393220,76,2900,1,7,1
6.8,15961,12730,115333,202,333995,52,2385,0,5,6.8,17819,13399,116949,197,273346,47,3419,1,8,0
7.4,18000,14638,137544,236,350161,60,2360,1,6,7.2,16054,15447,143444,229,247802,60,4589,0,4,0
12.0,41264,63535,132979,111,433278,0,3839,0,39,11.2,38232,48516,94654,88,149946,0,2132,1,30,0
6.8,15347,15983,136624,193,475839,56,2222,1,4,7.2,17975,15129,137225,195,508247,60,2925,0,10,1
6.4,14533,10089,129967,200,427533,64,1473,0,2,7.2,18552,11597,141733,218,367467,70,4802,1,7,1
11.2,38086,45135,123129,118,312884,0,4066,0,26,11.2,37071,37150,94371,110,474644,0,5716,1,26,0
7.4,15974,13393,138453,198,205983,67,2734,1,6,7.6,18189,16547,152213,230,656103,45,4219,0,7,1
7.0,18642,19277,136572,209,229943,48,2577,1,10,7.0,16266,15505,112310,187,361853,48,2641,0,7,0
7.2,17676,15115,145019,219,501822,64,4166,1,7,6.6,13680,11663,134669,200,205546,63,2855,0,0,0
6.6,14984,12832,125896,177,447239,64,4019,0,3,7.4,20147,17445,160894,213,413750,64,6377,1,12,1
6.6,15695,11147,112063,208,170392,53,1350,0,2,7.0,19468,15307,142111,210,697184,66,5248,1,11,1
11.4,38826,56760,125805,112,558532,0,2766,1,29,11.4,37587,56009,117659,99,343757,0,1337,0,28,0
11.0,35957,46586,109650,110,341213,0,5627,1,22,11.2,38726,49823,116251,104,512038,0,4151,0,28,0
11.2,36581,53207,113511,101,756453,0,2708,0,26,11.6,41210,70410,138355,98,737872,0,3000,1,34,1
6.6,14081,8815,129309,229,149826,38,3536,0,1,7.2,16802,11322,126354,237,370068,52,2272,1,5,1
11.2,37986,49148,103948,92,347932,0,5251,0,30,11.8,43406,66377,132701,98,346280,0,1406,1,41,1
7.4,18343,16854,138453,232,319600,54,2733,0,10,7.0,18613,15858,147380,225,202932,60,2443,1,10,0
10.8,37572,50396,118807,113,359201,0,3682,0,23,11.0,38632,44590,114386,103,331120,0,5207,1,28,0
11.4,39077,57548,133523,118,650465,0,2492,1,32,10.8,36336,36362,108318,104,325186,0,3426,0,21,0
6.6,16011,13256,125765,205,321528,48,2246,0,6,6.6,17598,12861,110725,191,476279,52,1558,1,10,1
7.0,15338,11505,121697,220,251683,59,4068,0,3,6.6,16544,14268,120602,212,488568,35,3979,1,4,1
6.4,15478,13609,101082,193,338467,42,2363,1,5,6.6,15891,13941,133503,214,412699,52,1826,0,5,0
6.8,16136,16377,125651,194,535297,57,2147,0,6,6.8,17144,14523,130974,217,253214,51,2699,1,8,1
6.8,19989,20055,122623,211,313946,36,2379,1,14,6.6,17345,15396,120602,188,366430,40,3455,0,8,0
6.6,15278,11571,121697,233,487316,45,1557,0,3,6.8,15946,12137,136637,274,496965,54,4761,1,2,0
6.8,16912,12501,221163,203,221695,50,4432,0,6,7.0,16712,18238,132370,245,368679,48,2852,1,6,0
7.0,15875,14398,273609,246,310028,60,3055,0,5,6.8,14915,11924,108642,229,433414,48,2345,1,3,0
7.2,18564,18563,125645,194,512818,44,3229,1,10,7.0,16273,15693,113334,188,216104,48,2578,0,6,1
6.6,15111,12023,108162,202,397282,44,3546,1,4,6.8,16838,14812,128960,214,185612,52,2403,0,7,1
7.2,20095,16888,133363,205,454854,47,3960,0,13,7.0,18509,19052,125141,201,335126,43,3659,1,9,0
11.0,36992,62097,123768,93,327728,0,5447,0,28,11.0,39758,55881,131673,122,525847,0,4108,1,30,0
6.6,15149,13446,111639,198,816819,43,2324,0,4,7.2,18036,15821,141836,190,279328,68,4386,1,10,0
7.2,20767,17461,162661,237,392083,67,2922,1,13,6.0,14201,12792,119144,159,343414,47,2696,0,3,0
7.2,21520,22842,133305,216,263450,48,4095,1,17,6.6,16633,15961,99335,174,300005,36,2638,0,8,0
7.2,17987,16640,117423,191,252925,54,2867,0,9,6.6,15709,12479,111597,198,497879,37,4059,1,5,0
7.0,15266,12678,118920,208,291739,48,1931,0,3,7.2,16082,12857,125143,203,447637,52,1712,1,7,0
7.0,16453,11763,122089,208,385664,52,2363,0,7,6.8,18701,17026,118380,225,397193,44,2946,1,9,1
6.8,16764,15950,112303,201,471853,38,2769,1,6,7.2,17662,20887,138259,215,393291,48,1152,0,9,1
6.8,17577,17543,133547,188,592157,53,2457,1,8,7.6,23585,22233,175768,240,372905,62,5070,0,15,1
7.0,15966,11753,127456,237,581793,56,2101,0,3,7.0,16424,15797,120637,210,420820,48,2219,1,6,1
6.6,14270,9029,124927,217,301616,50,790,0,1,6.8,17455,12883,142704,253,633502,49,3685,1,4,1
11.6,41099,52783,126207,104,259581,0,5049,1,32,11.0,39106,52164,116124,103,234153,0,1646,0,27,0
7.0,17436,14225,123485,198,441472,54,4186,0,10,6.8,17254,15073,149672,218,182411,68,1999,1,5,0
7.4,21126,17827,160860,212,162847,76,3516,1,13,6.6,15356,15954,106366,200,313804,47,2061,0,3,0
11.4,36529,56143,110774,94,626832,0,7764,0,25,11.4,39031,54950,136196,118,477893,0,4566,1,28,1
7.2,17289,10567,180756,254,627174,76,4989,0,3,7.0,15319,8045,114063,232,310863,44,2634,1,3,0
6.8,16976,15249,117103,215,315715,44,896,1,7,7.2,17152,15900,127265,192,558141,56,2557,0,8,1
6.6,16295,11966,122044,231,348498,44,1730,1,5,7.2,16723,12565,144710,217,350017,72,3353,0,6,0
11.8,38780,68414,145980,104,1377364,0,8310,0,32,11.0,36264,56048,121206,103,378533,0,3829,1,24,1
6.6,16506,15768,121876,165,246813,46,2167,0,8,7.0,17443,17717,137857,204,354742,58,3328,1,8,1
11.2,36647,45686,111139,109,364920,0,3942,1,29,10.4,34228,33466,97311,109,833422,0,3418,0,15,0
11.6,41792,77189,135577,94,1162082,0,2942,0,36,11.4,39934,75149,150151,105,379522,0,2629,1,33,1
7.0,16754,12611,121684,212,491093,51,3264,0,7,7.2,16297,12266,142708,233,321522,66,2602,1,5,0
6.6,18434,18905,100050,166,224101,48,2254,0,9,7.2,20912,22112,133093,215,157603,48,2682,1,16,1
10.2,32849,38305,83813,89,408446,0,2189,1,13,11.6,38894,50311,129907,119,553796,0,7184,0,25,1
11.4,40751,55367,116054,97,361469,0,5301,1,33,11.6,35941,51372,96057,73,695198,0,971,0,26,0
6.8,16335,11566,122190,215,338365,56,2645,1,5,6.8,15082,12088,119020,197,523532,56,2282,0,4,1
11.6,38836,63595,125396,112,264950,0,2951,1,32,11.0,35653,41153,106614,90,475622,0,803,0,21,0
6.8,17399,17689,134678,212,512300,52,2239,1,9,6.6,15955,14833,106304,195,364349,36,1170,0,7,1
10.2,33348,29579,91429,92,337960,0,1798,0,13,10.8,37329,44436,114628,114,519722,0,6384,1,25,1
6.8,16876,14543,134502,211,597575,53,1951,1,6,7.0,18812,15736,118943,218,350771,40,3242,0,8,1
7.0,18770,17399,140794,243,275195,52,2775,1,8,6.4,15127,12074,87611,166,214617,40,2247,0,5,1
6.2,15361,11898,102835,153,452903,46,1556,1,6,7.4,19114,21873,127892,206,521626,45,5089,0,11,0
7.2,19700,17678,156312,237,327218,63,1225,1,10,7.0,15540,11968,120334,209,340068,44,1660,0,5,0
7.2,17872,13123,121930,216,413145,52,267,1,9,6.8,15795,11026,133733,236,313345,58,3120,0,3,0
6.8,16895,11557,121646,225,342363,43,3285,1,6,6.6,15439,11455,134894,225,287454,52,4299,0,3,1
7.0,15579,17385,146928,210,498638,60,3179,0,4,7.4,15731,14668,125403,230,384503,52,3046,1,5,1
11.8,40549,60616,130733,109,384171,0,11074,1,38,10.6,34336,40059,99996,102,633659,0,2551,0,18,0
7.0,16497,9055,150729,253,465368,68,2527,0,3,7.0,15371,9586,114929,224,458195,56,2691,1,3,0
7.0,15913,14243,151670,244,359988,60,4903,1,3,7.0,14265,9295,130711,196,149496,52,5480,0,3,1
7.4,16826,15559,156090,212,339637,63,2391,0,6,7.0,16661,13793,105232,185,227668,40,2885,1,7,0
6.4,17097,17947,114807,190,329833,48,2217,0,6,7.2,18748,16960,108163,207,295393,32,4643,1,11,1
7.0,18318,16540,136462,218,1042968,56,4533,0,10,6.8,16645,15619,114135,172,508276,48,1440,1,9,1
6.8,14372,9745,122344,233,516092,52,4142,1,1,7.0,15171,10597,141865,234,1071758,60,3046,0,2,1
7.2,19198,14661,129824,229,304931,54,4658,0,8,6.8,15732,12454,128928,212,261914,58,2452,1,4,0
6.6,18226,16028,128138,182,234930,60,3121,1,10,7.0,18640,19009,110689,202,410498,48,3750,0,10,1
7.4,16949,16179,138121,212,290917,64,5904,0,6,7.0,15237,13610,125271,189,561373,60,4262,1,5,0
7.0,18817,20547,135530,216,391058,52,1091,1,11,7.0,16315,14372,218355,182,197262,54,2675,0,8,0
6.8,15935,13797,117058,205,250266,56,2535,0,4,7.0,16879,18162,151826,225,338364,60,3894,1,5,1
6.4,16152,12370,114746,181,392292,55,1912,0,7,7.2,18121,14197,139416,225,538655,47,3256,1,10,1
7.2,14959,7434,123366,239,323173,60,2669,1,3,7.0,14453,5839,128851,239,811005,64,4438,0,0,0
7.0,16396,14584,156513,247,378435,64,5626,1,2,6.8,15867,9956,117894,212,432101,56,3782,0,6,0
6.8,16055,16758,121332,172,412499,55,3530,0,6,7.0,19213,15992,136378,241,353425,52,3343,1,10,1
7.4,19060,16258,152616,228,418595,55,1994,0,11,7.0,15570,14447,125628,221,239550,56,2405,1,4,0
